78122,69631
940133,69631
3624098,69631
634414,69631
4982099,69631
12794628,69631
4343641,69631
1141354,69631
3639670,69631
979984,69631
30048727,69631
1685946,69631
2352030,69631
119276,69631
13244874,69631
657357,69631
2394509,69631
14890,69631
180404,69631
6403568,69631
7462525,69631
152984,69631
660663,69631
1389642,69631
510740,69631
91933,69631
397089,69631
175295,69631
231672,69631
4121,69631
241299,1342004
6388530,1342004
391198,1342004
787066,1342004
2667195,1342004
423205,1342004
63287,1342004
7100147,1342004
1660129,1342004
1115459,1342004
94930,1342004
1088232,1342004
607358,1342004
26070065,1342004
2789958,1342004
38663135,1342004
1131030,1342004
21203,1342004
32582090,1342004
6188049,1342004
45154452,1342004
56118503,1342004
8143759,1342004
7648032,1342004
5401011,1342004
4902977,1342004
1524085,1342004
4783748,1342004
1062427,1342004
480893,1342004
10063075,8594673
23245405,8594673
13666429,8594673
88554275,8594673
20235339,8594673
594133,8594673
2113376,8594673
8596775,8594673
29071052,8594673
321279,8594673
2142212,8594673
81188333,8594673
86385365,8594673
69324128,8594673
7830699,8594673
16906774,8594673
70981087,8594673
5467279,8594673
83782411,8594673
3201489,8594673
7073,8594673
844211,8594673
1986233,8594673
833518,8594673
6470578,8594673
83781236,8594673
11305226,8594673
200386,8594673
2626883,8594673
587726,8594673
39253660,139426
20735482,139426
416563,139426
782920,139426
411874,139426
469908,139426
19598772,139426
1559007,139426
4450522,139426
4570265,139426
4987015,139426
6004537,139426
1329167,139426
354746,139426
4172079,139426
1087957,139426
8604205,139426
9543,139426
44975,139426
838736,139426
682097,139426
123679,139426
10864441,139426
2081709,139426
1500684,139426
1699357,139426
2862984,139426
2574412,139426
455023,139426
1758366,139426
1176726,9919
64676594,9919
54738622,9919
983880,9919
589285,9919
4340946,9919
15242567,9919
19493383,9919
6131939,9919
5758031,9919
59625655,9919
858504,9919
17516,9919
5124042,9919
54763478,9919
212087,9919
8143661,9919
833383,9919
2195,9919
70720,9919
44231195,9919
22425467,9919
30761,9919
72066,9919
6895176,9919
11095731,9919
342554,9919
16944,9919
677224,9919
33549821,9919
218949,23617963
111424,23617963
22732095,23617963
322311,23617963
34116392,23617963
16696352,23617963
611613,23617963
5968653,23617963
11573167,23617963
4992896,23617963
8156777,23617963
36730922,23617963
12702016,23617963
5855893,23617963
1309648,23617963
150237,23617963
3516420,23617963
12937446,23617963
1162160,23617963
580492,23617963
2338632,23617963
1141869,23617963
64245,23617963
9197791,6128107
2798204,6128107
31695475,6128107
11247099,6128107
4836334,6128107
7272211,6128107
411874,6128107
2327556,6128107
1493221,6128107
28706372,6128107
2603918,6128107
13196123,6128107
3705199,6128107
202916,6128107
5557143,6128107
11804936,6128107
25644507,6128107
14146560,6128107
2883231,6128107
6147968,6128107
5391892,6128107
206848,6128107
2851517,6128107
1726061,6128107
72989,6128107
3753672,6128107
6831019,6128107
2194624,6128107
1444526,6128107
9816225,6128107
4567934,14985020
10234615,14985020
35507539,14985020
2198240,14985020
18369201,14985020
1000405,14985020
3468483,14985020
6849494,14985020
992008,14985020
7249920,14985020
11965195,14985020
11383626,14985020
517210,14985020
6880091,14985020
15165138,14985020
34559231,14985020
4800338,14985020
1372431,14985020
22380829,14985020
3580111,14985020
1634922,14985020
556932,14985020
29931815,14985020
2096101,14985020
9113740,14985020
4278345,14985020
6616955,14985020
29451794,14985020
4721750,14985020
26944716,14985020
4084277,23360933
11247099,23360933
904724,23360933
4312154,23360933
28706372,23360933
2047945,23360933
5158436,23360933
217092,6154722
1768528,6154722
13181430,6154722
90298417,6154722
4710104,6154722
3278391,6154722
3174849,6154722
2371880,6154722
26922859,6154722
2766036,6154722
2251966,6154722
6618580,6154722
7062665,6154722
6517568,6154722
38086490,6154722
28617790,6154722
3548,6154722
75736,6154722
15003821,6154722
437496,6154722
30635565,6154722
20534040,6154722
16508619,6154722
6436619,6154722
7557395,6154722
11637729,6154722
8720854,6154722
5210136,6154722
8822956,6154722
63469933,6154722
12990578,698437
7050871,698437
4564870,698437
6530351,698437
1811727,698437
445312,698437
95720920,698437
22584558,698437
438313,698437
17525561,698437
12766318,698437
1775109,698437
339208,698437
3409645,698437
934,698437
2081075,698437
2785791,698437
195534,698437
543633,698437
3022244,698437
1754430,698437
3483106,698437
8205034,698437
1666969,698437
1799964,698437
13110231,698437
15080861,18489846
48894,18489846
1149422,18489846
40413829,18489846
406614,18489846
46725,18489846
5981958,18489846
32065,18489846
522948,18489846
1354932,18489846
98060554,18489846
1265883,14262490
124506,14262490
38424924,14262490
429987,14262490
947005,14262490
876431,14262490
17141891,14262490
36561948,14262490
289027,14262490
3447363,14262490
627228,14262490
613619,14262490
